City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
373,Boa Vista,BR,2.8197,-60.6733,87.78,48,75,10.36,broken clouds
374,Nkhotakota,MW,-12.9274,34.2961,74.98,86,99,5.35,overcast clouds
375,Erice,IT,38.037,12.5865,43.27,87,40,5.75,scattered clouds
376,Abalak,RU,58.1286,68.5944,16.41,98,97,4.63,overcast clouds
377,Wajima,JP,37.4,136.9,39.09,57,25,5.23,scattered clouds
378,Aktas,KZ,49.7789,72.9608,10.15,89,99,3.62,overcast clouds
379,Tessalit,ML,20.1986,1.0114,73.13,9,0,7.76,clear sky
380,Veraval,IN,20.9,70.3667,74.41,52,0,7.52,clear sky
381,Nouadhibou,MR,20.931,-17.0347,67.98,60,100,17.27,overcast clouds
382,Boueni,YT,-12.9025,45.0761,82.38,76,97,11.36,overcast clouds
383,Dunedin,NZ,-45.8742,170.5036,56.16,84,100,2.13,overcast clouds
384,Trairi,BR,-3.2778,-39.2689,81.18,78,98,9.28,overcast clouds
385,Tolaga Bay,NZ,-38.3667,178.3,61.27,97,100,3.29,moderate rain
386,Atasu,KZ,48.6814,71.6433,4.42,89,92,4.09,overcast clouds
387,Auki,SB,-8.7676,160.7034,79.0,86,100,1.39,overcast clouds
388,Kloulklubed,PW,7.0419,134.2556,79.3,73,100,21.92,overcast clouds
389,Bathsheba,BB,13.2167,-59.5167,83.01,61,20,16.11,few clouds
390,Hjelset,NO,62.7833,7.4833,40.78,93,75,9.22,broken clouds
391,Merrill,US,45.1805,-89.6835,32.77,45,0,3.44,clear sky
392,Seymchan,RU,62.8833,152.4333,-19.32,90,93,3.8,overcast clouds
393,Dutlwe,BW,-23.9833,23.9,77.97,49,69,10.87,light rain
394,Crato,BR,-7.2342,-39.4094,89.31,55,75,2.3,broken clouds
395,Santa Barbara,US,34.7333,-120.0343,50.77,83,23,5.77,few clouds
396,Eyl,SO,7.9803,49.8164,75.52,75,23,13.71,few clouds
397,Yangambi,CD,0.8102,24.4336,73.47,85,100,2.46,overcast clouds
398,Kenai,US,60.5544,-151.2583,9.14,88,0,5.75,clear sky
399,Buraydah,SA,26.326,43.975,72.05,30,26,10.0,scattered clouds
400,Tuatapere,NZ,-46.1333,167.6833,54.61,86,79,2.21,broken clouds
401,Kamyaran,IR,34.7956,46.9355,40.73,68,0,5.21,clear sky
402,Malanje,AO,-9.5402,16.341,65.95,90,49,3.94,scattered clouds
403,Turukhansk,RU,65.8167,87.9833,3.18,97,98,5.73,overcast clouds
404,Mamallapuram,IN,12.6264,80.1722,75.25,64,30,5.99,scattered clouds
405,Palana,RU,59.1167,159.9667,4.12,95,100,10.58,light snow
406,Torbay,CA,47.6666,-52.7314,11.75,66,75,19.57,broken clouds
407,High Level,CA,58.5169,-117.136,17.71,86,100,6.91,light snow
408,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,24,0,23.02,clear sky
409,Sault Sainte Marie,CA,46.5168,-84.3333,25.36,79,100,11.5,overcast clouds
410,Kavieng,PG,-2.5744,150.7967,81.5,74,91,3.62,overcast clouds
411,Alyangula,AU,-13.8483,136.4192,80.49,80,100,11.83,overcast clouds
412,Chapais,CA,49.7834,-74.8492,10.18,83,100,2.57,light snow
413,Zhezkazgan,KZ,47.8043,67.7144,8.85,87,100,6.46,overcast clouds
414,Anta,IN,25.15,76.3,71.71,24,100,4.72,overcast clouds
415,Havoysund,NO,70.9963,24.6622,37.63,81,100,24.49,overcast clouds
416,Fare,PF,-16.7,-151.0167,82.51,70,18,11.63,light rain
417,Tombouctou,ML,20.0,-3.0,72.79,12,3,9.73,clear sky
418,Sarh,TD,9.1429,18.3923,87.89,13,100,5.14,overcast clouds
419,Coruripe,BR,-10.1256,-36.1756,82.35,71,8,15.01,clear sky
420,Bambous Virieux,MU,-20.3428,57.7575,76.21,88,20,3.44,few clouds
421,Puerto Rondon,CO,6.2805,-71.1,96.46,26,35,6.98,scattered clouds
422,Tazovskiy,RU,67.4667,78.7,-31.11,97,22,2.42,few clouds
423,San Isidro,PE,-12.1167,-77.05,74.79,73,0,8.05,clear sky
424,Darhan,MN,49.4867,105.9228,21.51,89,100,10.4,light snow
425,Grimma,DE,51.2333,12.7167,32.58,90,19,4.65,few clouds
426,Teresopolis,BR,-22.4122,-42.9656,77.81,77,100,1.03,overcast clouds
427,Lerwick,GB,60.1545,-1.1494,42.8,81,100,9.64,overcast clouds
428,Saint-Augustin,CA,51.226,-58.6502,5.5,69,100,12.3,overcast clouds
429,Bereda,ES,43.2686,-7.5406,41.14,79,13,10.47,few clouds
430,Alice Springs,AU,-23.7,133.8833,69.35,60,39,4.61,scattered clouds
431,Damghan,IR,36.1683,54.348,48.22,60,0,2.57,clear sky
432,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,92,20,1.14,few clouds
433,Coquimbo,CL,-29.9533,-71.3436,69.53,73,20,13.8,few clouds
434,Arica,CL,-18.475,-70.3042,83.75,60,0,16.11,clear sky
435,Beloha,MG,-25.1667,45.05,75.51,88,47,4.36,scattered clouds
436,Aykhal,RU,66.0,111.5,-26.43,98,100,6.06,overcast clouds
437,Meulaboh,ID,4.1363,96.1285,75.02,89,93,3.67,overcast clouds
438,Cuamba,MZ,-14.8031,36.5372,69.78,98,100,4.23,light rain
439,Sinjar,IQ,36.3209,41.8754,56.37,46,0,4.38,clear sky
440,Mao,ES,39.8885,4.2658,48.76,61,40,21.85,scattered clouds
441,Isfana,KG,39.8386,69.5306,28.96,64,2,7.65,clear sky
442,Wangkui,CN,46.8333,126.5,20.64,74,1,11.18,clear sky
443,Novikovo,RU,51.1537,37.8879,32.05,95,100,6.11,overcast clouds
444,Esperance,AU,-33.8667,121.9,62.85,80,100,9.86,overcast clouds
445,Inhambane,MZ,-23.865,35.3833,73.8,92,100,19.77,moderate rain
446,Thunder Bay,CA,48.4001,-89.3168,13.98,41,20,5.75,few clouds
447,Bubaque,GW,11.2833,-15.8333,74.89,71,7,19.44,clear sky
448,Jaumave,MX,23.4167,-99.3833,91.54,27,47,6.17,scattered clouds
449,Vao,NC,-22.6667,167.4833,76.08,77,97,16.26,overcast clouds
450,Kiruna,SE,67.8557,20.2251,23.92,80,0,2.3,clear sky
451,Tilichiki,RU,60.4667,166.1,-23.21,96,14,5.82,few clouds
452,Takaka,NZ,-40.85,172.8,61.56,79,27,1.16,scattered clouds
453,Punta Alta,AR,-38.8759,-62.0736,77.54,28,59,8.41,broken clouds
454,Stornoway,GB,58.2093,-6.3865,42.93,82,100,1.14,overcast clouds
455,Edinet,MD,48.1681,27.305,35.6,99,100,6.64,overcast clouds
456,Christchurch,NZ,-43.5333,172.6333,62.42,92,75,5.75,broken clouds
457,Constitucion,CL,-35.3333,-72.4167,71.55,46,14,18.59,few clouds
458,Lasa,IT,46.6166,10.7002,34.7,78,100,5.75,overcast clouds
459,Simplicio Mendes,BR,-7.8539,-41.9103,88.88,46,77,3.33,broken clouds
460,Madera,US,37.1666,-119.8343,51.24,97,97,7.29,overcast clouds
461,Jibuti,DJ,11.5,42.5,71.51,78,31,14.65,scattered clouds
462,Praia Da Vitoria,PT,38.7333,-27.0667,59.25,82,40,23.24,scattered clouds
463,Balaguer,ES,41.7912,0.8109,46.08,55,11,10.56,few clouds
464,Laguna,US,38.421,-121.4238,50.05,81,100,10.36,overcast clouds
465,San Patricio,US,28.017,-97.5169,82.49,56,75,19.62,broken clouds
466,Mount Pleasant,US,32.7941,-79.8626,78.19,82,40,6.91,haze
467,Sakakah,SA,29.9697,40.2064,65.77,32,0,9.15,clear sky
468,Rio Grande,BR,-32.035,-52.0986,89.71,68,3,19.04,clear sky
469,Rocha,UY,-34.4833,-54.3333,72.0,42,0,11.65,clear sky
470,Kruisfontein,ZA,-34.0033,24.7314,67.89,90,10,9.57,clear sky
471,Lazaro Cardenas,MX,17.9583,-102.2,85.33,49,98,12.08,overcast clouds
472,Korla,CN,41.7597,86.1469,40.19,43,85,10.36,overcast clouds
473,Morondava,MG,-20.2833,44.2833,80.22,80,100,6.89,overcast clouds
474,Westport,US,41.1415,-73.3579,45.18,79,100,14.97,overcast clouds
475,Chakrata,IN,30.7,77.85,41.14,54,0,6.89,clear sky
476,Klaksvik,FO,62.2266,-6.589,45.52,78,15,10.02,few clouds
477,Casper,US,42.8666,-106.3131,41.59,52,0,19.57,clear sky
478,Kulhudhuffushi,MV,6.6221,73.07,80.37,71,12,7.54,few clouds
479,Linfen,CN,36.0889,111.5189,41.47,72,6,1.43,clear sky
480,Sinazongwe,ZM,-17.2614,27.4618,80.01,69,74,2.28,broken clouds
481,Inirida,CO,3.8653,-67.9239,89.94,52,97,1.14,overcast clouds
482,Dudinka,RU,69.4058,86.1778,-20.96,100,93,4.27,overcast clouds
483,Tocopilla,CL,-22.092,-70.1979,75.7,64,25,9.78,scattered clouds
484,Sept-Iles,CA,50.2001,-66.3821,12.63,58,75,6.91,shower rain
485,Talcahuano,CL,-36.7167,-73.1167,71.28,43,0,19.57,clear sky
486,Ust-Tsilma,RU,65.441,52.1498,-8.27,100,100,3.27,overcast clouds
487,San Andres,CO,12.5847,-81.7006,86.02,62,20,14.97,few clouds
488,Tarija,BO,-21.5355,-64.7296,71.51,73,75,11.5,broken clouds
489,Ucluelet,CA,48.9329,-125.5528,39.58,76,72,15.05,broken clouds
490,Sawakin,SD,19.1059,37.3321,74.53,68,30,12.1,scattered clouds
491,Talara,PE,-4.5772,-81.2719,88.56,51,0,11.5,clear sky
492,Boyolangu,ID,-8.1181,111.8935,72.86,96,95,5.53,overcast clouds
493,Aksarka,RU,66.5606,67.7975,-8.59,100,97,2.44,overcast clouds
494,Letterkenny,IE,54.95,-7.7333,42.73,91,12,2.77,few clouds
495,Fort Morgan,US,40.2503,-103.8,47.62,65,0,5.75,clear sky
496,Pionerskiy,RU,54.9508,20.2275,33.75,61,100,18.3,overcast clouds
497,Ewa Beach,US,21.3156,-158.0072,75.15,69,0,11.5,light rain
498,Sladkovo,RU,55.5284,70.3385,18.32,90,82,12.73,broken clouds
499,Ossora,RU,59.2353,163.0719,-19.37,98,52,3.67,broken clouds
500,Kieta,PG,-6.2167,155.6333,78.98,84,80,3.71,light rain
501,Moctezuma,MX,29.8,-109.6667,62.06,46,6,18.32,clear sky
502,Batemans Bay,AU,-35.7167,150.1833,68.09,81,100,2.53,overcast clouds
503,Santa Clara,CU,22.4,-79.9667,82.06,42,0,10.36,clear sky
504,Susaki,JP,33.3667,133.2833,37.4,65,0,5.23,clear sky
505,Flinders,AU,-34.5833,150.8552,68.38,82,71,8.23,broken clouds
506,Mazara Del Vallo,IT,37.6641,12.588,51.75,85,93,5.08,overcast clouds
507,Ascension,US,30.2169,-90.9001,84.2,59,0,9.22,clear sky
508,Banikoara,BJ,11.2985,2.4386,91.38,12,48,3.76,scattered clouds
509,Baruun-Urt,MN,46.6806,113.2792,19.9,69,1,8.97,clear sky
510,Rey Bouba,CM,8.6724,14.1786,84.97,13,83,2.59,broken clouds
511,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.56,71,100,2.19,light rain
512,Komsomolskiy,UZ,40.4272,71.7189,40.42,71,15,2.19,few clouds
513,Port Hardy,CA,50.6996,-127.4199,33.98,93,75,6.91,light shower snow
514,Liverpool,GB,53.4106,-2.9779,43.09,76,75,8.05,broken clouds
515,Urla,TR,38.3229,26.764,61.61,72,100,24.11,overcast clouds
516,Springfield,US,37.2153,-93.2982,53.92,95,100,11.5,mist
517,La Plaine,DM,15.3333,-61.25,82.69,57,20,2.3,few clouds
518,Winnemucca,US,40.973,-117.7357,35.65,75,100,11.5,overcast clouds
519,Bage,BR,-31.3314,-54.1069,82.18,47,0,9.22,moderate rain
520,Sinnamary,GF,5.3833,-52.95,75.13,93,100,9.64,overcast clouds
521,Oktyabrskiy,RU,54.4815,53.471,30.27,94,100,26.13,snow
522,High Rock,BS,26.6208,-78.2833,82.42,69,0,9.78,clear sky
523,Abakaliki,NG,6.3163,8.1169,92.52,30,66,7.4,broken clouds
524,Lesozavodsk,RU,45.4794,133.4244,11.34,85,5,9.69,clear sky
525,Robertsport,LR,6.7533,-11.3686,79.14,85,100,11.83,overcast clouds
526,Khor,RU,47.8861,134.9464,5.49,96,100,5.03,overcast clouds
527,Springdale,US,36.1867,-94.1288,58.73,96,100,9.22,mist
528,Kautokeino,NO,69.0125,23.0412,11.08,96,100,3.27,overcast clouds
529,La Paz,BO,-16.5,-68.15,62.58,21,75,10.36,broken clouds
530,Brokopondo,SR,4.75,-55.1667,77.94,89,100,8.3,overcast clouds
531,Bombay,IN,19.0144,72.8479,84.18,30,0,4.61,smoke
532,Calvia,ES,39.5657,2.5062,48.9,60,84,9.1,broken clouds
533,Larsnes,NO,62.2028,5.5773,42.44,95,100,4.85,overcast clouds
534,Zaysan,KZ,47.4667,84.8667,5.88,72,0,4.63,clear sky
535,Port-Gentil,GA,-0.7193,8.7815,78.76,94,20,3.44,moderate rain
536,Deputatskiy,RU,69.3,139.9,-13.7,98,100,4.63,overcast clouds
537,Yaan,NG,7.3833,8.5667,90.99,16,98,2.39,overcast clouds
538,North Las Vegas,US,36.1989,-115.1175,51.04,48,20,6.91,few clouds
539,Garissa,KE,-0.4536,39.6401,81.88,56,100,17.05,overcast clouds
540,Acapulco,MX,16.8634,-99.8901,86.11,53,0,11.92,clear sky
541,Providencia,MX,28.7167,-111.5833,68.41,46,17,11.01,few clouds
542,Nalut,LY,30.3333,10.85,59.23,22,37,4.27,scattered clouds
543,Baculin,PH,7.4525,126.5842,76.68,88,100,4.65,overcast clouds
544,Acarau,BR,-2.8856,-40.12,81.9,74,100,14.83,overcast clouds
545,San Ramon,US,37.7799,-121.978,51.4,77,100,13.8,overcast clouds
546,Yomou,GN,7.5603,-9.2653,71.69,89,78,2.84,moderate rain
547,Kutum,SD,14.2,24.6667,71.82,16,12,10.38,few clouds
548,Dankov,RU,53.2515,39.1555,30.47,89,100,15.21,overcast clouds
549,Kavadarci,MK,41.4331,22.0119,53.73,76,100,10.6,overcast clouds
550,Qui Nhon,VN,13.7667,109.2333,70.3,88,100,20.51,overcast clouds
551,Dongli,CN,23.5656,116.8194,46.38,66,0,2.24,clear sky
552,Shangzhi,CN,45.2167,127.9667,17.22,77,4,8.72,clear sky
553,Kidal,ML,18.4411,1.4078,79.7,12,89,6.46,overcast clouds
554,Samarai,PG,-10.6167,150.6667,80.46,79,100,6.15,overcast clouds
555,Xinmin,CN,41.9908,122.8253,32.34,46,0,16.87,clear sky
556,Fort Nelson,CA,58.8053,-122.7002,17.94,67,75,0.0,light snow
557,Faya,SA,18.3851,42.4509,59.52,70,0,1.83,clear sky
558,Tahe,CN,52.3333,124.7333,11.68,98,100,2.51,overcast clouds
559,Terra Santa,BR,-2.1042,-56.4869,80.24,89,100,0.65,overcast clouds
560,Madanapalle,IN,13.55,78.5,63.18,57,0,4.63,clear sky
561,Salalah,OM,17.0151,54.0924,77.09,50,0,4.61,clear sky
562,Zandak,RU,43.0572,46.4567,38.89,59,33,6.87,scattered clouds
563,Maceio,BR,-9.6658,-35.7353,87.24,66,20,17.27,few clouds
564,Sao Joao Da Barra,BR,-21.6403,-41.0511,87.89,83,14,17.69,few clouds
565,Porto Velho,BR,-8.7619,-63.9039,77.05,94,75,2.3,broken clouds
566,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,-3.23,65,0,11.18,clear sky
567,Kenora,CA,49.8167,-94.4337,13.17,48,75,4.61,broken clouds
568,Hay River,CA,60.8156,-115.7999,4.96,78,40,13.8,scattered clouds
569,Ahuimanu,US,21.4447,-157.8378,75.85,73,40,11.5,light rain
570,Haverfordwest,GB,51.8017,-4.9691,38.79,76,6,8.95,clear sky
571,Hit,IQ,33.6416,42.8251,64.81,38,0,9.31,clear sky
572,Jega,NG,12.2175,4.3792,86.05,11,60,5.39,broken clouds
573,Rivera,UY,-30.9053,-55.5508,93.11,20,2,5.7,clear sky
574,Lumsden,CA,50.6501,-104.8678,21.0,89,34,10.94,scattered clouds
575,Iskateley,RU,67.6803,53.1512,-7.08,100,84,4.97,broken clouds
576,Rosamorada,MX,22.1222,-105.2058,92.5,21,4,9.51,clear sky
577,Goderich,CA,43.7501,-81.7165,33.91,64,92,11.5,overcast clouds
578,Antofagasta,CL,-23.65,-70.4,72.68,69,5,10.0,clear sky
579,Hasaki,JP,35.7333,140.8333,27.0,47,2,13.8,clear sky
580,Channel-Port Aux Basques,CA,47.5702,-59.1367,15.46,72,100,16.22,overcast clouds
581,San Ignacio,BZ,17.1561,-89.0714,87.94,48,75,9.22,broken clouds
582,Oranjemund,NA,-28.55,16.4333,61.03,92,0,8.95,clear sky
583,Sioux Lookout,CA,50.1001,-91.917,8.67,52,75,4.61,broken clouds
584,Emerald,AU,-23.5333,148.1667,67.33,84,100,7.02,overcast clouds
585,Viedma,AR,-40.8135,-62.9967,71.1,22,2,14.36,clear sky
586,Vieques,PR,18.425,-65.8329,84.72,65,40,9.22,scattered clouds
587,Celestun,MX,20.8667,-90.4,84.18,58,0,10.42,clear sky
588,Sassandra,CI,4.95,-6.0833,80.4,81,100,7.87,light rain
589,Akhtanizovskaya,RU,45.32,37.1,50.49,77,100,16.82,overcast clouds
590,Crestview,US,30.7621,-86.5705,82.9,53,40,8.05,scattered clouds
591,Bambanglipuro,ID,-7.95,110.2833,75.49,89,100,2.82,overcast clouds
592,Santa Cruz De La Palma,ES,28.6835,-17.7642,66.34,77,20,1.14,few clouds
593,Mount Isa,AU,-20.7333,139.5,74.97,83,75,8.05,broken clouds
594,Kapan,AM,39.2075,46.4058,45.41,44,0,6.8,clear sky
595,Teeli,RU,51.0333,90.2333,-3.3,76,22,4.12,few clouds
596,Kijang,KR,35.2442,129.2139,33.53,44,0,4.0,clear sky
597,Zhangye,CN,38.9342,100.4517,34.32,47,11,7.83,few clouds
598,Bonthe,SL,7.5264,-12.505,76.73,80,54,10.25,broken clouds
599,Mansa,IN,29.9833,75.3833,63.19,30,1,6.15,clear sky
600,Biak,ID,-0.9131,122.8766,76.3,79,98,3.27,overcast clouds
601,Sarakhs,IR,36.5449,61.1577,47.52,63,21,2.91,few clouds
602,Batyrevo,RU,55.0675,47.6111,35.08,92,100,15.95,overcast clouds
603,Wadi Maliz,TN,36.4681,8.5495,53.26,77,100,1.39,overcast clouds
604,Pauini,BR,-7.7136,-66.9764,89.26,58,95,3.29,overcast clouds
605,Carlos Chagas,BR,-17.7031,-40.7664,87.89,48,18,7.31,few clouds
606,Halifax,CA,44.6453,-63.5724,20.68,61,100,6.91,overcast clouds
607,Huilong,CN,31.8111,121.655,33.93,71,0,5.59,clear sky
608,Lumeje,AO,-11.55,20.7833,67.48,89,100,4.59,overcast clouds
609,Gigmoto,PH,13.7796,124.39,76.93,86,90,21.54,overcast clouds
610,Yar-Sale,RU,66.8333,70.8333,-10.08,100,88,3.02,overcast clouds
611,Bukachacha,RU,52.9833,116.9167,20.19,83,100,5.28,overcast clouds
612,Pasighat,IN,28.0667,95.3333,62.19,72,2,3.85,clear sky
613,Barcelos,PT,41.5388,-8.6151,51.85,76,1,4.65,clear sky
614,Manthani,IN,18.65,79.6667,74.21,55,0,9.42,clear sky
615,Kerouane,GN,9.2667,-9.0167,84.15,27,88,2.82,overcast clouds
616,Jiuquan,CN,39.7432,98.5174,30.6,59,2,8.46,clear sky
617,Muriwai Beach,NZ,-36.8167,174.45,64.42,97,91,5.95,overcast clouds
618,Vardo,NO,70.3705,31.1107,26.58,86,75,24.16,light snow
619,Morehead,US,37.2711,-87.1764,54.86,70,100,5.75,overcast clouds
620,Sibu,MY,2.3,111.8167,73.71,100,40,2.3,scattered clouds
621,Mogadishu,SO,2.0371,45.3438,77.83,75,98,21.07,overcast clouds
622,Dulce Nombre De Culmi,HN,15.1,-85.5333,91.63,46,62,8.39,broken clouds
623,Florencia,IT,43.7667,11.25,44.38,69,75,19.57,broken clouds
624,Magan,ES,39.9683,-3.931,45.12,56,0,17.2,clear sky
625,Mitsamiouli,KM,-11.3847,43.2844,80.26,77,99,5.88,overcast clouds
626,Warwick,US,41.7001,-71.4162,39.33,76,100,17.27,overcast clouds
627,Yelan-Kolenovskiy,RU,51.1632,41.151,34.34,98,100,8.59,snow
628,Searcy,US,35.2506,-91.7363,56.08,93,100,4.61,overcast clouds
629,Monte Alegre,BR,-2.0078,-54.0692,85.6,61,82,2.44,broken clouds
630,La Serena,CL,-29.9078,-71.2542,69.31,73,20,13.8,few clouds
631,Arman,RU,59.7,150.1667,-10.98,99,100,1.57,light snow
632,Beringovskiy,RU,63.05,179.3167,-4.9,98,45,6.24,scattered clouds
633,Broome,US,42.2506,-75.833,45.64,46,0,16.11,clear sky
634,Baishishan,CN,43.5833,127.5667,13.1,84,24,3.33,few clouds
635,Svetlogorsk,BY,52.6333,29.7333,27.95,79,53,6.6,broken clouds
636,Sorong,ID,-0.8833,131.25,80.42,83,100,8.81,overcast clouds
637,Soanierana Ivongo,MG,-16.9167,49.5833,75.65,89,29,3.06,light rain
638,San Miguel,SV,13.4833,-88.1833,98.22,19,22,7.4,few clouds
639,Mattru,SL,7.6244,-11.8332,78.6,66,84,7.11,broken clouds
640,Helena,US,46.5927,-112.0361,44.98,53,40,4.61,scattered clouds
641,Olinda,BR,-8.0089,-34.8553,83.93,70,40,6.91,scattered clouds
642,Ancud,CL,-41.8697,-73.8203,59.38,66,36,10.47,scattered clouds
643,Rock Sound,BS,24.9,-76.2,73.98,62,5,4.68,clear sky
644,Aktash,RU,50.3,87.7333,-9.06,83,76,4.14,broken clouds
645,Port-Cartier,CA,50.0334,-66.8654,12.31,82,70,5.14,broken clouds
646,Prince Rupert,CA,54.3161,-130.3201,35.69,75,100,8.05,light rain
647,Rabo De Peixe,PT,37.8,-25.5833,60.31,88,20,13.8,few clouds
648,Muzhi,RU,65.3667,64.6667,-11.58,100,53,2.28,broken clouds
649,Lanxi,CN,29.2195,119.477,35.85,76,0,4.16,clear sky
650,Rudnogorsk,RU,57.2639,103.7519,5.72,98,96,4.18,overcast clouds
651,Udarnyy,RU,54.3409,42.8611,33.44,85,100,13.4,overcast clouds
652,Harstad,NO,68.799,16.5293,38.59,100,100,15.99,light rain
653,San Lazaro,BZ,18.0387,-88.6622,84.22,57,17,12.15,few clouds
654,Neiafu,TO,-18.65,-173.9833,81.28,94,40,2.3,light rain
655,Salym,RU,60.0625,71.4789,-5.12,100,100,2.82,overcast clouds
656,Ambon,ID,-3.6954,128.1814,82.54,14,20,9.22,few clouds
657,Pushkinskiye Gory,RU,57.0209,28.9103,20.17,93,100,9.15,light snow
658,Makambako,TZ,-8.8453,34.823,59.92,95,100,3.6,light rain
659,Lahij,YE,13.1667,44.5833,70.5,83,13,5.95,few clouds
660,Malmyzh,RU,56.5205,50.6818,33.75,98,100,17.07,overcast clouds
661,Emmett,US,43.8735,-116.4993,42.21,73,100,1.99,overcast clouds
